month,HEAD,total_pkr,month_expense_total_pkr,total_revenue_pkr,pct_of_expenses,pct_of_revenue
2024-01,Labour charges-Cotton seed,124588.0,46032565.0,8268446.0,0.2706518743850142,1.5067885791356683
2024-01,Labour charges-Cotton Seed,117776.0,46032565.0,8268446.0,0.25585365490712936,1.4244030861421844
2024-01,Vehicle 2.OD POL 4382 Dr. Anwar Sb.,95600.0,46032565.0,8268446.0,0.20767906372369216,1.156202749585593
2024-01,Cotton seed expenses,80000.0,46032565.0,8268446.0,0.17379001148426118,0.9675336816615843
2024-01,Labour charges(Daily Marketing staf,77350.0,46032565.0,8268446.0,0.16803321735384505,0.9354841284565443
2024-01,Lease expenses,70000.0,46032565.0,8268446.0,0.15206626004872853,0.8465919714538863
2024-01,Entertainment  (Factory),67952.0,46032565.0,8268446.0,0.14761723575473146,0.8218231092033497
2024-01,Ploughing expenses-fty,62000.0,46032565.0,8268446.0,0.13468725890030245,0.7498386032877278
2024-01,Advertisement Expenses-selling,59250.0,46032565.0,8268446.0,0.12871322725553094,0.7165796329806109
2024-01,Legal & Professional Charges,54040.0,46032565.0,8268446.0,0.11739515275761844,0.6535690019624002
2024-01,Printing & Stationery  (Factory),52943.0,46032565.0,8268446.0,0.1150120572251405,0.6403016963526157
2024-01,Salary & wages,44000.0,46032565.0,8268446.0,0.09558450631634366,0.5321435249138713
2024-01,Germination Claim,42880.0,46032565.0,8268446.0,0.093151446155564,0.5185980533706092
2024-01,Canteen Expenses,41452.0,46032565.0,8268446.0,0.09004929445056993,0.50132757715295
2024-01,Micronutrient expenses,40000.0,46032565.0,8268446.0,0.08689500574213059,0.48376684083079213
2024-01,Vehicle R&M Pol 418 (Akhtar),39184.0,46032565.0,8268446.0,0.08512234762499114,0.47389799727784404
2024-01,Vehicle R&M POL 155 AEJ(Dr.Shahid),38756.0,46032565.0,8268446.0,0.08419257106355034,0.4687216920809545
2024-01,Sesame seed,37890.0,46032565.0,8268446.0,0.0823112941892332,0.45824813997696784
2024-01,Vehicle R&M POL & Repair,36540.0,46032565.0,8268446.0,0.07937858774543631,0.4419210090989286
2024-01,Vehicle POL LEH-7012 Hassan Shah,35540.0,46032565.0,8268446.0,0.07720621260188304,0.42982683807815886
2024-01,Vehicle POL LZH-5455,32070.0,46032565.0,8268446.0,0.0696680708537532,0.38786006463608763
2024-01,Sales Promotion Expenses,30480.0,46032565.0,8268446.0,0.06621399437550352,0.3686303327130636
2024-01,Labour charges,29993.0,46032565.0,8268446.0,0.06515604768059308,0.36274047142594873
2024-01,Audit Fee - ISO,29750.0,46032565.0,8268446.0,0.06462816052070963,0.3598015878679017
2024-01,Freight & Octroi,29700.0,46032565.0,8268446.0,0.06451954176353196,0.35919687931686317
2024-01,Accomodation / Residence Expenses,27850.0,46032565.0,8268446.0,0.06050064774795842,0.33682266292843904
2024-01,Electricity expense,26680.0,46032565.0,8268446.0,0.05795896883000111,0.32267248283413835
2024-01,E.O.B.I,25600.0,46032565.0,8268446.0,0.05561280367496358,0.309610778131707
2024-01,Electricity Charges (H.O),24898.0,46032565.0,8268446.0,0.05408779632418919,0.3011206700751266
2024-01,Purchase of wheat seed,24450.0,46032565.0,8268446.0,0.05311457225987733,0.2957024814578217
2024-01,Labour charges-Okra,23903.0,46032565.0,8268446.0,0.051926283056353696,0.28908696990946064
2024-01,Vehicle R&M POL 118,23720.0,46032565.0,8268446.0,0.051528738405083443,0.28687373661265975
2024-01,Vehicle POL LEE-17-7430 Hafiz Qadir,23540.0,46032565.0,8268446.0,0.051137710879243854,0.28469678582892116
2024-01,House Rent (G.M.),23000.0,46032565.0,8268446.0,0.0499646283017251,0.27816593347770546
2024-01,Freight & octroi-corn seed,22500.0,46032565.0,8268446.0,0.048878440729948465,0.2721188479673206
2024-01,Social Security,21120.0,46032565.0,8268446.0,0.045880563031844956,0.25542889195865826
2024-01,E.O.B.I Factory,20129.0,46032565.0,8268446.0,0.04372773926458367,0.2434435684770754
2024-01,Vehicle POL 2995 Aslam Sb.,19900.0,46032565.0,8268446.0,0.04323026535670997,0.24067400331331906
2024-01,Social security,19200.0,46032565.0,8268446.0,0.04170960275622269,0.23220808359878023
2024-01,Vehicle R&M POL 2260 Rizwan Sb.,19000.0,46032565.0,8268446.0,0.04127512772751203,0.22978924939462625
2024-01,Repair & Renovation HO,18702.0,46032565.0,8268446.0,0.04062775993473316,0.22618518643043686
2024-01,Freight & Octroi-okra,15100.0,46032565.0,8268446.0,0.0328028646676543,0.18262198241362404
2024-01,Freight& Octroi on purchases paddy,14000.0,46032565.0,8268446.0,0.03041325200974571,0.16931839429077725
2024-01,labour charges,14000.0,46032565.0,8268446.0,0.03041325200974571,0.16931839429077725
2024-01,Vehicle 2.OD Repair 4382 Dr.Sb,13880.0,46032565.0,8268446.0,0.03015256699251932,0.16786709376828488
2024-01,Vehicle Repair LZH-5455,13800.0,46032565.0,8268446.0,0.029978776981035054,0.1668995600866233
2024-01,Irrigation Expenses,13500.0,46032565.0,8268446.0,0.029327064437969078,0.16327130878039234
2024-01,Misc.Expenses,12380.0,46032565.0,8268446.0,0.026894004277189423,0.14972583723713018
2024-01,Vehicle R&M POL 371 (FRK),12100.0,46032565.0,8268446.0,0.026285739236994503,0.14633946935131462
2024-01,Freight & Octroi - wheat seed,12000.0,46032565.0,8268446.0,0.02606850172263918,0.14513005224923764
